URL;N1;N2;N3;N4;N5;N6;N7;N8;N9;N10;N11;N12;N13;N14;N15
B0_1280;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1281;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1282;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1283;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1284;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1285;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1286;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1287;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1288;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1289;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1290;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1291;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1292;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1293;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1294;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1295;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1296;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1297;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1298;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1299;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1300;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1301;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1302;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1303;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1304;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1305;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1306;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1307;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1308;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1309;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1310;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1311;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1312;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1313;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1314;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1315;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1316;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1317;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1318;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1319;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1320;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1321;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1322;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1323;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1324;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1325;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1326;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1327;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1328;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1329;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1330;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1331;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1332;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1333;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1334;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1335;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1336;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1337;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1338;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1339;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1340;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1341;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1342;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1343;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1344;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1345;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1346;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1347;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1348;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1349;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1350;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1351;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1352;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1353;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1354;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1355;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1356;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1357;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1358;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1359;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1360;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1361;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1362;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1363;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1364;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1365;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1366;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1367;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1368;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1369;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1370;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1371;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1372;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1373;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1374;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1375;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1376;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1377;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1378;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1379;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1380;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1381;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1382;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1383;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1384;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1385;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1386;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1387;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1388;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1389;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1390;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1391;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1392;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1393;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1394;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1395;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1396;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1397;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1398;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1399;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1400;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1401;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1402;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1403;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1404;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1405;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1406;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1407;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1408;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1409;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1410;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1411;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1412;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1413;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1414;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1415;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1416;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1417;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1418;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1419;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1420;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1421;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1422;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1423;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1424;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1425;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1426;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_2004;2;2;1;276;0;0;2;4;244;276;NA;NA;NA;2;0
B0_2005;9;7;5;750;0;0;9;10;744;750;NA;NA;NA;9;0
B0_2006;4;3;2;432;0;0;4;4;244;432;NA;NA;NA;4;0
B0_2007;5;5;2;474;0;0;5;8;535;474;NA;NA;NA;5;0
B0_2008;15;3;4;1110;0;0;15;4;244;1110;NA;NA;NA;15;0
B0_2009;25;6;11;1662;0;0;25;12;799;1662;NA;NA;NA;25;0
B0_2010;7;4;3;630;0;0;7;5;310;630;NA;NA;NA;7;0
B0_2011;7;7;3;618;0;0;7;9;562;618;NA;NA;NA;7;0
B0_2012;4;3;2;432;0;0;4;6;376;432;NA;NA;NA;4;0
B0_2013;5;5;3;498;0;0;5;8;508;498;NA;NA;NA;5;0
B0_2014;4;3;2;432;0;0;4;6;376;432;NA;NA;NA;4;0
B0_2015;4;3;2;432;0;0;4;5;310;432;NA;NA;NA;4;0
B0_2016;7;6;4;606;0;0;7;8;496;606;NA;NA;NA;7;0
B0_2017;25;13;8;1818;0;0;25;7;438;1818;NA;NA;NA;25;0
B0_2018;7;6;3;606;0;0;7;9;595;606;NA;NA;NA;7;0
B0_2019;3;3;1;366;0;0;3;4;244;366;NA;NA;NA;3;0
B0_2020;7;7;3;618;0;0;7;10;624;618;NA;NA;NA;7;0
B0_2021;17;9;9;1594;0;0;17;18;1152;1594;NA;NA;NA;17;0
B0_2022;12;4;9;936;0;0;12;14;904;936;NA;NA;NA;12;0
B0_2023;21;3;13;1458;0;0;21;4;244;1458;NA;NA;NA;21;0
B0_2024;12;8;6;900;0;0;12;9;568;900;NA;NA;NA;12;0
B0_2025;4;2;2;408;0;0;4;5;316;408;NA;NA;NA;4;0
B0_2026;4;3;2;420;0;0;4;4;244;420;NA;NA;NA;4;0
B0_2027;9;7;4;702;0;0;9;10;696;702;NA;NA;NA;9;0
B0_2028;6;4;4;552;0;0;6;9;562;552;NA;NA;NA;6;0
B0_2029;12;3;4;864;0;0;12;6;372;864;NA;NA;NA;12;0
B0_2030;4;3;2;432;0;0;4;6;372;432;NA;NA;NA;4;0
B0_2031;5;3;3;474;0;0;5;4;244;474;NA;NA;NA;5;0
B0_2032;6;3;3;564;0;0;6;7;442;564;NA;NA;NA;6;0
B0_2033;3;3;1;366;0;0;3;4;244;366;NA;NA;NA;3;0
B0_2034;3;3;1;366;0;0;3;5;306;366;NA;NA;NA;3;0
B0_2035;9;7;7;762;0;0;9;10;640;762;NA;NA;NA;9;0
B0_2036;29;10;11;2022;0;0;29;12;803;2022;NA;NA;NA;29;0
B0_2037;8;7;4;684;0;0;8;10;624;684;NA;NA;NA;8;0
B0_2038;12;5;6;936;0;0;12;15;952;936;NA;NA;NA;12;0
B0_2039;4;3;2;432;0;0;4;4;244;432;NA;NA;NA;4;0
B0_2040;14;14;7;972;0;0;14;16;1144;972;NA;NA;NA;14;0
B0_2041;4;4;1;420;0;0;4;6;476;420;NA;NA;NA;4;0
B0_2042;8;3;5;660;0;0;8;13;798;660;NA;NA;NA;8;0
B0_2043;15;6;8;1122;0;0;15;11;702;1122;NA;NA;NA;15;0
B0_2044;10;6;4;804;0;0;10;5;306;804;NA;NA;NA;10;0
B0_2045;11;7;2;1166;0;0;11;7;426;1166;NA;NA;NA;11;0
B0_2046;7;3;2;582;0;0;7;5;306;582;NA;NA;NA;7;0
B0_2047;6;5;3;528;0;0;6;6;407;528;NA;NA;NA;6;0
B0_2048;9;5;7;762;0;0;9;10;640;762;NA;NA;NA;9;0
B0_2049;2;2;1;276;0;0;2;4;246;276;NA;NA;NA;2;0
B0_2050;8;5;6;672;0;0;8;12;768;672;NA;NA;NA;8;0
B0_2051;8;3;6;696;0;0;8;9;574;696;NA;NA;NA;8;0
B0_2052;16;6;4;1224;0;0;16;4;244;1224;NA;NA;NA;16;0
B0_2053;8;6;5;696;0;0;8;9;574;696;NA;NA;NA;8;0
B0_2054;22;19;7;1476;0;0;22;18;1344;1476;NA;NA;NA;22;0
B0_2055;17;7;6;1242;0;0;17;13;962;1242;NA;NA;NA;17;0
B0_2056;23;5;8;1674;0;0;23;11;696;1674;NA;NA;NA;23;0
B0_2057;7;5;4;606;0;0;7;7;473;606;NA;NA;NA;7;0
B0_2058;4;3;2;432;0;0;4;5;310;432;NA;NA;NA;4;0
B0_2059;5;3;3;498;0;0;5;7;438;498;NA;NA;NA;5;0
B0_2060;5;4;2;498;0;0;5;6;376;498;NA;NA;NA;5;0
B0_2061;6;4;3;552;0;0;6;8;612;552;NA;NA;NA;6;0
B0_2062;4;3;2;432;0;0;4;5;310;432;NA;NA;NA;4;0
B0_2063;16;7;10;1176;0;0;16;16;1030;1176;NA;NA;NA;16;0
B0_2064;11;6;9;894;0;0;11;13;838;894;NA;NA;NA;11;0
B0_2065;8;3;4;684;0;0;8;6;370;684;NA;NA;NA;8;0
B0_2066;3;3;1;366;0;0;3;4;244;366;NA;NA;NA;3;0
B0_2067;3;3;1;366;0;0;3;4;244;366;NA;NA;NA;3;0
B0_2068;14;12;5;1092;0;0;14;4;244;1092;NA;NA;NA;14;0
B0_2069;7;7;3;618;0;0;7;9;562;618;NA;NA;NA;7;0
B0_2070;4;3;2;408;0;0;4;7;448;408;NA;NA;NA;4;0
B0_2071;8;3;3;696;0;0;8;5;306;696;NA;NA;NA;8;0
B0_2072;9;3;5;702;0;0;9;4;244;702;NA;NA;NA;9;0
B0_2073;3;3;1;366;0;0;3;5;306;366;NA;NA;NA;3;0
B0_2074;4;4;1;420;0;0;4;5;414;420;NA;NA;NA;4;0
B0_2075;30;8;9;2296;0;0;30;11;688;2296;NA;NA;NA;30;0
B0_2076;24;3;8;1572;0;0;24;7;442;1572;NA;NA;NA;24;0
B0_2077;22;18;3;3156;0;0;22;15;4966;3156;4075081;5,40E+05;3,68E+05;22;0
B0_2078;18;15;2;2736;0;0;18;13;4846;2736;4075081;4,42E+05;3,19E+05;18;0
B0_2079;34;24;7;5528;0;0;34;22;7472;5528;4079534;8,33E+05;5,39E+05;34;0
B0_2080;2;2;1;356;0;0;2;4;246;356;NA;NA;NA;2;0
B0_2081;2;2;1;356;0;0;2;4;246;356;NA;NA;NA;2;0
B0_2082;5;3;2;498;0;0;5;8;508;498;NA;NA;NA;5;0
B0_2083;7;7;3;618;0;0;7;9;562;618;NA;NA;NA;7;0
B0_2084;12;5;4;960;0;0;12;8;498;960;NA;NA;NA;12;0
B0_2085;3;3;1;366;0;0;3;5;306;366;NA;NA;NA;3;0
B0_2086;12;7;5;960;0;0;12;10;640;960;NA;NA;NA;12;0
B0_2087;4;3;2;432;0;0;4;6;372;432;NA;NA;NA;4;0
B0_2088;19;16;4;6010;0;0;19;30;3130;6010;NA;NA;NA;19;0
B0_2089;709;708;3;2362906;0;0;709;837;83056;2362906;NA;NA;NA;709;0
B0_2090;6;4;3;640;0;0;6;8;606;640;NA;NA;NA;6;0
B0_2091;5;5;3;498;0;0;5;8;508;498;NA;NA;NA;5;0
B0_2092;4;2;3;396;0;0;4;4;246;396;NA;NA;NA;4;0
B0_2093;11;10;7;834;0;0;11;14;882;834;NA;NA;NA;11;0
B0_2094;8;7;4;636;0;0;8;9;630;636;NA;NA;NA;8;0
B0_2095;5;3;2;474;0;0;5;7;426;474;NA;NA;NA;5;0
B0_2096;7;3;3;630;0;0;7;5;310;630;NA;NA;NA;7;0
B0_2097;18;17;5;1188;0;0;18;19;1451;1188;NA;NA;NA;18;0
B0_2098;6;3;4;552;0;0;6;9;564;552;NA;NA;NA;6;0
B0_2099;6;3;4;552;0;0;6;9;564;552;NA;NA;NA;6;0
B0_2100;4;3;2;420;0;0;4;5;304;420;NA;NA;NA;4;0
B0_2101;3;3;1;366;0;0;3;4;244;366;NA;NA;NA;3;0
B0_2102;18;10;9;1212;0;0;18;11;682;1212;NA;NA;NA;18;0
B0_2103;6;2;3;492;0;0;6;3;184;492;NA;NA;NA;6;0
B0_2104;8;6;5;696;0;0;8;10;636;696;NA;NA;NA;8;0
B0_2105;12;8;8;912;0;0;12;12;756;912;NA;NA;NA;12;0
B0_2106;12;12;1;1416;0;0;12;9;544;1416;NA;NA;NA;12;0
B0_2107;3;3;1;366;0;0;3;5;306;366;NA;NA;NA;3;0
B0_2108;6;6;3;540;0;0;6;9;617;540;NA;NA;NA;6;0
B0_2109;5;3;3;486;0;0;5;7;436;486;NA;NA;NA;5;0
B0_2110;9;5;6;738;0;0;9;15;1064;738;NA;NA;NA;9;0
B0_2111;11;3;7;810;0;0;11;12;730;810;NA;NA;NA;11;0
B0_2112;4;3;2;432;0;0;4;5;310;432;NA;NA;NA;4;0
B0_2113;6;3;3;552;0;0;6;7;436;552;NA;NA;NA;6;0
B0_2114;5;4;2;498;0;0;5;9;570;498;NA;NA;NA;5;0
B0_2115;10;3;8;828;0;0;10;16;1036;828;NA;NA;NA;10;0
B0_2116;6;5;2;540;0;0;6;8;535;540;NA;NA;NA;6;0
B0_2117;9;3;4;738;0;0;9;5;306;738;NA;NA;NA;9;0
B0_2118;13;13;9;1002;0;0;13;16;1012;1002;NA;NA;NA;13;0
B0_2119;26;8;11;1668;0;0;26;13;894;1668;NA;NA;NA;26;0
B0_2120;12;3;7;960;0;0;12;11;706;960;NA;NA;NA;12;0
B0_2121;5;3;2;498;0;0;5;7;438;498;NA;NA;NA;5;0
B0_2122;8;6;6;696;0;0;8;10;636;696;NA;NA;NA;8;0
B0_2123;5;4;2;486;0;0;5;7;542;486;NA;NA;NA;5;0
B0_2124;34;9;9;2412;0;0;34;7;442;2412;NA;NA;NA;34;0
B0_2125;3;3;1;366;0;0;3;5;306;366;NA;NA;NA;3;0
B0_2126;7;5;4;606;0;0;7;6;474;606;NA;NA;NA;7;0
B0_2127;5;2;4;474;0;0;5;4;250;474;NA;NA;NA;5;0
B0_2128;15;8;7;1134;0;0;15;9;605;1134;NA;NA;NA;15;0
B0_2129;6;3;4;564;0;0;6;6;376;564;NA;NA;NA;6;0
B0_2130;15;13;7;1062;0;0;15;19;1354;1062;NA;NA;NA;15;0
B0_2131;7;6;2;798;0;0;7;8;492;798;NA;NA;NA;7;0
B0_2132;5;3;3;498;0;0;5;6;372;498;NA;NA;NA;5;0
B0_2133;3;3;1;366;0;0;3;3;182;366;NA;NA;NA;3;0
B0_2134;15;2;4;1026;0;0;15;4;246;1026;NA;NA;NA;15;0
B0_2135;7;5;5;630;0;0;7;7;442;630;NA;NA;NA;7;0
B0_2136;22;9;9;1560;0;0;22;18;1334;1560;NA;NA;NA;22;0
B0_2137;6;4;4;516;0;0;6;7;507;516;NA;NA;NA;6;0
B0_2138;4;3;2;432;0;0;4;4;244;432;NA;NA;NA;4;0
B0_2139;5;3;2;498;0;0;5;7;438;498;NA;NA;NA;5;0
B0_2140;6;6;3;540;0;0;6;8;539;540;NA;NA;NA;6;0
B0_2141;4;3;2;432;0;0;4;4;244;432;NA;NA;NA;4;0
B0_2142;5;3;2;498;0;0;5;5;306;498;NA;NA;NA;5;0
B0_2143;4;2;2;408;0;0;4;5;328;408;NA;NA;NA;4;0
B0_2144;10;9;4;756;0;0;10;12;861;756;NA;NA;NA;10;0
B0_2145;5;4;2;498;0;0;5;7;438;498;NA;NA;NA;5;0
B0_2146;13;6;9;1026;0;0;13;14;904;1026;NA;NA;NA;13;0
B0_2147;9;6;7;762;0;0;9;10;640;762;NA;NA;NA;9;0
B0_2148;3;3;1;366;0;0;3;5;306;366;NA;NA;NA;3;0
B0_2149;23;18;8;2126;0;0;23;20;1272;2126;NA;NA;NA;23;0
B0_2150;8;5;5;696;0;0;8;10;636;696;NA;NA;NA;8;0
B0_2151;39;19;10;2742;0;0;39;5;306;2742;NA;NA;NA;39;0
B0_2152;11;9;7;882;0;0;11;9;562;882;NA;NA;NA;11;0
B0_2153;5;3;3;498;0;0;5;8;504;498;NA;NA;NA;5;0
B0_2154;3;3;1;366;0;0;3;4;244;366;NA;NA;NA;3;0
B0_2155;4;2;3;408;0;0;4;6;382;408;NA;NA;NA;4;0
B0_2156;8;6;6;696;0;0;8;5;306;696;NA;NA;NA;8;0
B0_2157;10;4;5;780;0;0;10;7;442;780;NA;NA;NA;10;0
B0_2158;9;3;7;738;0;0;9;12;766;738;NA;NA;NA;9;0
B0_2159;6;2;5;516;0;0;6;4;246;516;NA;NA;NA;6;0
B0_2160;22;9;10;1524;0;0;22;11;702;1524;NA;NA;NA;22;0
B0_2161;10;6;7;792;0;0;10;10;636;792;NA;NA;NA;10;0
B0_2162;7;3;5;594;0;0;7;13;936;594;NA;NA;NA;7;0
B0_2163;5;4;3;498;0;0;5;9;570;498;NA;NA;NA;5;0
B0_2164;6;3;4;564;0;0;6;8;504;564;NA;NA;NA;6;0
B0_2165;3;3;1;366;0;0;3;4;244;366;NA;NA;NA;3;0
B0_2166;3;3;1;366;0;0;3;5;306;366;NA;NA;NA;3;0
B0_2167;7;3;2;630;0;0;7;5;306;630;NA;NA;NA;7;0
B0_2168;1;1;1;202;0;0;1;4;250;202;NA;NA;NA;1;0
B0_2169;5;5;3;498;0;0;5;8;504;498;NA;NA;NA;5;0
B0_2170;5;2;3;474;0;0;5;3;184;474;NA;NA;NA;5;0
B0_2171;6;3;4;564;0;0;6;6;376;564;NA;NA;NA;6;0
B0_2172;6;4;4;528;0;0;6;8;612;528;NA;NA;NA;6;0
B0_2173;4;3;3;408;0;0;4;6;378;408;NA;NA;NA;4;0
B0_2174;17;7;9;1206;0;0;17;15;991;1206;NA;NA;NA;17;0
B0_2175;7;6;2;786;0;0;7;7;432;786;NA;NA;NA;7;0
B0_2176;4;3;2;420;0;0;4;6;372;420;NA;NA;NA;4;0
B0_2177;13;7;2;2133;0;0;13;11;17914;2133;NA;NA;NA;13;0
B0_2178;6;3;2;564;0;0;6;4;244;564;NA;NA;NA;6;0
B0_2179;2;2;1;276;0;0;2;4;246;276;NA;NA;NA;2;0
B0_2180;8;6;4;696;0;0;8;10;636;696;NA;NA;NA;8;0
B0_2181;8;5;5;660;0;0;8;10;661;660;NA;NA;NA;8;0
B0_2182;8;4;6;696;0;0;8;10;634;696;NA;NA;NA;8;0
B0_2183;6;4;4;552;0;0;6;4;244;552;NA;NA;NA;6;0
B0_2184;4;3;3;408;0;0;4;3;184;408;NA;NA;NA;4;0
B0_2185;6;5;2;540;0;0;6;7;473;540;NA;NA;NA;6;0
B0_2186;17;8;6;1278;0;0;17;10;634;1278;NA;NA;NA;17;0
B0_2187;6;2;4;540;0;0;6;7;438;540;NA;NA;NA;6;0
B0_2188;4;3;2;420;0;0;4;6;366;420;NA;NA;NA;4;0
B0_2189;32;11;12;2232;0;0;32;14;954;2232;NA;NA;NA;32;0
B0_2190;13;4;7;1074;0;0;13;5;306;1074;NA;NA;NA;13;0
B0_2191;13;4;7;1074;0;0;13;5;306;1074;NA;NA;NA;13;0
B0_2192;5;3;4;474;0;0;5;8;504;474;NA;NA;NA;5;0
B0_2193;3;3;1;366;0;0;3;5;306;366;NA;NA;NA;3;0
B0_2194;9;5;6;750;0;0;9;8;502;750;NA;NA;NA;9;0
B0_2195;7;7;3;618;0;0;7;9;562;618;NA;NA;NA;7;0
B0_2196;10;9;8;804;0;0;10;13;826;804;NA;NA;NA;10;0
B0_2197;7;7;4;606;0;0;7;10;667;606;NA;NA;NA;7;0
B0_2198;4;4;1;420;0;0;4;5;414;420;NA;NA;NA;4;0
B0_2199;16;14;2;1776;0;0;16;11;666;1776;NA;NA;NA;16;0
B0_2200;4;3;2;432;0;0;4;4;244;432;NA;NA;NA;4;0
B0_2201;5;4;2;474;0;0;5;7;442;474;NA;NA;NA;5;0
B0_2202;18;7;11;1308;0;0;18;16;1030;1308;NA;NA;NA;18;0
B0_2203;8;6;6;696;0;0;8;9;574;696;NA;NA;NA;8;0
B0_2204;8;4;3;660;0;0;8;6;476;660;NA;NA;NA;8;0
B0_2205;8;4;5;660;0;0;8;9;556;660;NA;NA;NA;8;0
B0_2206;6;4;4;552;0;0;6;9;564;552;NA;NA;NA;6;0
B0_2207;12;9;6;900;0;0;12;10;696;900;NA;NA;NA;12;0
B0_2208;3;3;1;366;0;0;3;5;306;366;NA;NA;NA;3;0
B0_2209;5;3;3;486;0;0;5;5;306;486;NA;NA;NA;5;0
B0_2210;20;8;7;1344;0;0;20;10;739;1344;NA;NA;NA;20;0
